image_path;A1;A2;A3;A4;A5
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/35. Parang Curiga Solo_2.JPG;The image depicts a piece of batik cloth featuring intricate patterns and figures. The background is dark, with white and brown lines forming abstract shapes and figures.;The motif includes abstract human-like figures with elongated limbs and heads, set against a dark background. There are also wavy lines and geometric shapes surrounding the figures.;The colors used in the image are black, white, and brown.;The image showcases a detailed batik pattern with abstract human figures and wavy lines on a dark background.;"""Create a batik cloth design featuring abstract human figures with elongated limbs and heads, surrounded by wavy lines and geometric shapes on a dark background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/36. Parang Srimpi_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features abstract shapes and lines, predominantly in shades of brown and beige.;The motif includes various geometric shapes such as circles, ovals, and rectangles, along with linear patterns.;Brown, beige;A detailed batik cloth featuring abstract geometric shapes and lines in earthy tones.;"""Create a piece of batik cloth with a complex pattern of interlocking circles, ovals, and rectangles in a warm brown and beige color palette."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/36. Parang Srimpi_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features abstract shapes and lines, primarily in brown tones against a light background.;The motif includes various abstract shapes such as circles, ovals, and zigzag lines. There are also small square and rectangular elements within the larger shapes.;Brown;A detailed batik cloth featuring abstract geometric shapes in brown on a light background.;"""Create a piece of batik cloth with intricate brown abstract shapes and lines on a light background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/37. Parang Srimpi Seling Nitik_1.JPG;The image depicts a piece of batik cloth with intricate patterns. The background features a repeating geometric design with a mix of black, brown, and beige colors.;The shapes in the motif include squares, circles, and various abstract forms arranged in a repetitive pattern.;Black, brown, beige;A detailed batik cloth with a geometric pattern featuring squares and circles in black, brown, and beige.;"""Create a digital artwork of a batik cloth with a complex geometric pattern using black, brown, and beige colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/37. Parang Srimpi Seling Nitik_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The background features a dark blue or black color with white floral designs, while the borders are adorned with geometric shapes and patterns in brown and beige tones.;The shape and objects in the motif include floral patterns, geometric shapes, and possibly traditional motifs.;The colors used in the image are dark blue, black, white, brown, beige, and possibly other shades.;The motif on the image is a detailed batik design featuring floral and geometric patterns.;"""Create a piece of batik cloth with a dark blue or black background adorned with white floral designs and bordered by intricate geometric shapes and patterns in brown and beige tones."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/38. Parang Seling Ukel Solo_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns with a dominant use of orange and black colors. The design includes stylized leaves, flowers, and abstract shapes, creating a rich and detailed visual effect.;"The shape and objects in the motif include: Leaves with detailed vein patterns, Flowers with petal-like structures, Abstract geometric shapes";"The colors used in the image are: Orange, Black, White";The motif on the image is an intricate batik design featuring orange leaves and flowers against a black background.;"""Create a detailed batik fabric with orange leaves and flowers on a black background, showcasing intricate patterns and textures."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/38. Parang Seling Ukel Solo_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features a combination of floral and abstract shapes, predominantly in shades of orange and black.;The shapes in the motif include leaves, flowers, and abstract forms. The leaves are elongated and detailed, while the flowers have a more stylized appearance.;Orange, black;A close-up of a traditional batik cloth with elaborate orange and black floral and abstract designs.;"""Create a detailed batik fabric with vibrant orange and deep black colors, featuring intricate floral and abstract patterns."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/39. Rujak Senthe Solo_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features various geometric shapes, floral motifs, and repetitive patterns in shades of brown and black.;The shapes and objects in the motif include triangles, squares, circles, and stylized flowers. These elements are arranged in a symmetrical and repetitive manner.;The colors used in the image are brown, black, and white.;The motif on the image is a detailed and symmetrical batik pattern featuring geometric and floral designs in earthy tones.;"""Create a high-resolution image of a traditional batik cloth with a complex pattern consisting of interlocking triangles, squares, and stylized flowers, rendered in rich brown and black hues."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/39. Rujak Senthe Solo_2.JPG;The image shows a close-up view of a batik cloth with intricate patterns. The design features various geometric shapes, floral motifs, and abstract designs in a rich brown color palette.;The shapes and objects in the motif include triangles, squares, circles, flowers, leaves, and abstract forms.;The colors used in the image are brown, black, white, and gold.;The motif on the image is a detailed batik pattern with a mix of geometric and natural elements in a warm brown color scheme.;"""Create a high-resolution image of a traditional batik cloth featuring intricate geometric and floral patterns in shades of brown, black, white, and gold."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/4. Parang Gendreh Solo_1.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features a combination of geometric shapes, including circles, squares, and lines, arranged in a symmetrical pattern.;The shapes in the motif include circles, squares, and lines.;The colors used in the image are brown, beige, and black.;The motif on the image is a detailed batik design featuring geometric shapes in brown, beige, and black.;"""Create a close-up image of batik cloth with intricate geometric patterns consisting of circles, squares, and lines, using shades of brown, beige, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/4. Parang Gendreh Solo_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features repetitive shapes, including circles, ovals, and squares, arranged in a grid-like fashion.;The shapes in the motif include circles, ovals, and squares.;The colors used in the image are brown, beige, and black.;The motif on the image is a detailed geometric pattern with repeating circles, ovals, and squares in shades of brown, beige, and black.;"""Create a batik cloth with a complex geometric pattern featuring repeating circles, ovals, and squares in shades of brown, beige, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/40. Parang Gendreh_1.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features elongated shapes with circular openings, outlined in black, and filled with various shades of brown and white.;The shapes in the motif are elongated ovals or rectangles with circular openings at their centers.;Brown, white, black;A detailed batik cloth with a repeating geometric pattern featuring elongated ovals with circular openings.;"""Create a piece of batik fabric with a complex geometric pattern consisting of elongated ovals with circular openings, outlined in black and filled with shades of brown and white."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/40. Parang Gendreh_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features elongated shapes with rounded ends, outlined in black, and filled with various shades of brown and white.;The shapes in the motif are elongated ovals or crescent-like forms, arranged in a repeating pattern.;Brown, white, black;A detailed batik cloth with a repetitive geometric pattern featuring elongated ovals and crescents in brown and white, outlined in black.;"""Create a piece of batik fabric with a complex geometric pattern consisting of elongated ovals and crescents in brown and white, outlined in black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/41. Parang Ancawarni Seling Patran_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns. The design includes elephants, flowers, and leaves, all rendered in a traditional batik style with bold outlines and vibrant colors.;The shapes and objects in the motif include elephants, flowers, leaves, and swirls.;The colors used in the image are beige, purple, brown, black, and white.;The motif on the image is a traditional batik pattern featuring elephants and floral elements.;"""Create a detailed batik fabric with elephants and floral designs, using a combination of beige, purple, brown, black, and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/41. Parang Ancawarni Seling Patran_2.JPG;The image shows a piece of batik cloth with intricate patterns featuring elephants, flowers, and other decorative elements.;The shapes and objects in the motif include elephants, flowers, leaves, and abstract patterns.;The colors used in the image are brown, purple, black, and white.;The motif on the image is a detailed batik design featuring elephants and floral patterns.;"""Create a high-resolution image of a traditional batik cloth with intricate elephant and floral designs, using a combination of brown, purple, black, and white colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/43. Parang Plenik_1.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features dark brown or black lines and white dots arranged in a symmetrical pattern.;The shapes in the motif include straight lines, curves, and small circular dots. These elements are arranged in a repetitive manner to create a visually appealing and symmetrical design.;The colors used in the image are primarily dark brown or black for the lines and white for the dots.;The motif on the image is a detailed and symmetrical batik design featuring dark brown lines and white dots arranged in a repeating pattern.;"""Create a close-up image of batik cloth with dark brown or black lines and white circular dots arranged in a symmetrical pattern."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/43. Parang Plenik_2.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features dark brown lines and white dots forming a complex, almost circuit-like pattern.;The shapes in the motif include straight lines, curves, and small squares. The white dots are arranged in a way that resembles nodes or junctions in a network, giving it a technological or electronic appearance.;Dark brown, white;A detailed batik cloth with a complex, circuit-like pattern featuring dark brown lines and white dots.;"""Create a close-up image of batik cloth with a dark brown background and white dots arranged in a pattern resembling a circuit board."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/44. Parang Curiga Solo_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns and designs. The background is dark blue with orange and black lines forming complex geometric shapes and figures.;The motif includes abstract human-like figures and swirling patterns, creating a sense of movement and depth.;Orange, black, and dark blue;A detailed batik cloth with abstract human figures and swirling patterns in orange, black, and dark blue.;"""Create a batik cloth design featuring abstract human figures and swirling patterns in vibrant orange, bold black lines, and deep dark blue backgrounds."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/44. Parang Curiga Solo_2.JPG;The image shows a close-up of batik cloth with intricate patterns. The background is dark blue, and the patterns are made up of orange and brown lines forming complex shapes.;The motifs on the image consist of interwoven lines and curves, creating a network-like pattern. There are also some small, rounded shapes within the main lines.;Orange, brown, and dark blue;A detailed batik cloth with a complex network of orange and brown lines on a dark blue background.;"""Create a batik cloth design featuring intricate orange and brown lines forming a network-like pattern against a dark blue background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/45. Parang Curiga Solo_1.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features wavy lines and squares, creating a visually striking and intricate design.;The shapes in the motif include wavy lines and squares.;The colors used in the image are blue, orange, and white.;The motif on the image is a vibrant and intricate batik design featuring wavy lines and squares.;"Create a digital artwork using Adobe Photoshop or Illustrator, starting with a blue background. Add wavy orange lines that intersect with white squares to form a complex pattern. Use the ""Filter"" menu to apply a ""Displace"" filter to give the lines a more three-dimensional appearance. Finally, use the ""Layer Style"" options to add a subtle glow effect to enhance the overall visual impact."
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/45. Parang Curiga Solo_2.JPG;The image depicts a piece of batik cloth featuring a complex geometric pattern. The design consists of interlocking lines and shapes, with alternating colors of blue, orange, and white.;The motif includes interlocking lines, squares, and rectangles arranged in a repetitive pattern.;Blue, orange, white;A detailed batik cloth with a geometric pattern of interlocking lines and squares.;Create a digital artwork of a batik cloth with a complex geometric pattern consisting of interlocking lines and squares, using a color palette of blue, orange, and white.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/46. Parang Curiga Solo_1.JPG;The image shows a piece of batik cloth with intricate geometric patterns. The design features repetitive shapes and lines in various shades of brown and beige against a black background.;The motif consists of interlocking loops and squares, creating a complex and symmetrical pattern.;Brown, beige, black;A detailed batik cloth with a complex geometric pattern featuring interlocking loops and squares.;"""Create a piece of batik cloth with a rich, earthy color palette (brown, beige) featuring intricate geometric patterns consisting of interlocking loops and squares on a black background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/46. Parang Curiga Solo_2.JPG;The image shows a piece of batik cloth with intricate geometric patterns. The design features repetitive shapes and lines in various shades of brown and black against a dark background.;The motif consists of repeating geometric shapes, including squares, rectangles, and zigzag lines. These shapes are arranged in a symmetrical pattern, creating a visually striking design.;Brown, black;A detailed batik cloth featuring a complex geometric pattern in shades of brown and black.;"""Create a piece of batik cloth with a rich, dark background and intricate geometric patterns consisting of squares, rectangles, and zigzag lines in varying shades of brown and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/47. Parang Barong Seling Naga_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns and designs. The background is predominantly dark blue with white polka dots, and there are various geometric shapes and symbols in red and brown.;The motif includes geometric shapes such as circles, squares, and rectangles, along with stylized floral elements and abstract patterns.;The colors used in the image are dark blue, white, red, and brown.;The motif on the image is a detailed and colorful batik design with geometric shapes and floral elements.;"""Create a vibrant batik cloth with dark blue background, white polka dots, red and brown geometric shapes, and stylized floral patterns."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/47. Parang Barong Seling Naga_2.JPG;The image depicts a piece of batik cloth featuring intricate designs. The central motif includes a stylized dragon or serpent with a fierce expression, surrounded by various geometric shapes and patterns.;"The shape and objects in the motif include: A dragon or serpent with a fierce expression., Various geometric shapes such as circles, squares, and lines. Patterns resembling waves or ripples.";"The colors used in the image are: Dark blue, Red, White Beige";The motif on the image is a vibrant and dynamic representation of a dragon or serpent, surrounded by intricate geometric patterns.;"""Create a detailed batik cloth design featuring a fierce dragon or serpent surrounded by geometric patterns in shades of red, white, beige, and dark blue."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/48. Parang Gendreh Seling Gurda_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features two large, stylized animal heads, possibly lions or tigers, with detailed facial features and decorative elements around them. The background consists of vertical lines and geometric shapes, creating a complex and visually striking pattern.;"The shape and objects in the motif include: Two large, stylized animal heads (possibly lions or tigers), Vertical lines, Geometric shapes";"The colors used in the image are: Brown, white, black";The motif on the image is a detailed and ornate batik design featuring stylized animal heads and geometric patterns.;"""Create a piece of batik cloth with two large, stylized animal heads (possibly lions or tigers) surrounded by vertical lines and geometric shapes, using brown, white, and black colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/48. Parang Gendreh Seling Gurda_2.JPG;The image shows a piece of batik cloth with intricate patterns. The background is dark, and the patterns feature stylized figures with exaggerated features, including large eyes and mouths, and geometric shapes around them.;The shapes and objects in the motif include stylized human or animal heads with large, expressive eyes and mouths, and geometric shapes surrounding these figures.;Brown, white, black;A detailed batik cloth featuring stylized human or animal heads with exaggerated features and geometric patterns.;"""Create a piece of batik fabric with dark background and intricate patterns of stylized human or animal heads with large eyes and mouths, surrounded by geometric shapes."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/49. Parang Curiga Solo_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns and figures. The background is dark, and the figures are outlined with wavy lines and geometric shapes.;The shape and objects in the motif include human-like figures with elongated limbs and abstract patterns around them. The figures are connected by wavy lines and have geometric shapes at various points.;The colors used in the image are black, white, brown, and gold.;The motif on the image is a detailed batik design featuring human-like figures with wavy lines and geometric patterns.;"""Create a batik cloth design with dark background, human-like figures with elongated limbs, wavy lines connecting them, and geometric shapes around the figures, using black, white, brown, and gold colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/49. Parang Curiga Solo_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The background is dark, and the main design features wavy lines and geometric shapes, including squares and stars.;The shape and objects in the motif include wavy lines, squares, and stars.;The colors used in the image are black, white, and brown.;The motif on the image is an intricate batik pattern featuring wavy lines and geometric shapes.;"""Create a detailed batik cloth design with dark background, wavy lines, squares, and stars in white and brown."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/5. Parang Kusuma Solo_1.JPG;The image shows a piece of batik cloth with intricate patterns. The patterns consist of various shapes and objects, including geometric shapes, abstract forms, and possibly symbolic or decorative elements.;The shapes and objects on the motif include geometric shapes like squares, rectangles, and circles, as well as abstract forms that resemble leaves, flowers, and other natural elements.;The colors used in the image are primarily earthy tones, including shades of brown, beige, and black.;The motif on the image features a complex array of geometric and abstract shapes arranged in a repeating pattern.;"""Create a detailed batik cloth design featuring a mix of geometric shapes and abstract forms, using earthy tones of brown, beige, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/5. Parang Kusuma Solo_2.JPG;The image shows a piece of batik cloth with intricate patterns. The patterns consist of various shapes and objects, including birds, leaves, and geometric shapes.;The shapes and objects on the motif include birds, leaves, and geometric shapes.;The colors used in the image are brown and black.;The motif on the image features a combination of birds, leaves, and geometric shapes on a dark background.;"""Create a detailed batik cloth design featuring birds, leaves, and geometric shapes in shades of brown and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/50. Parang Pamor Solo_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features symmetrical, stylized shapes and motifs that are characteristic of traditional batik art.;The motif includes various geometric shapes such as squares, circles, and spirals, along with abstract forms resembling leaves or feathers.;The colors used in the image are primarily black and beige.;The image depicts a detailed batik pattern with geometric and abstract elements in beige on a black background.;"""Create a digital artwork of a traditional batik cloth featuring intricate geometric and abstract designs in beige on a black background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/50. Parang Pamor Solo_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features symmetrical, swirling lines and geometric shapes, predominantly in light beige against a dark background.;The motif includes swirling lines, geometric shapes, and leaf-like patterns.;Light beige, dark background;A detailed batik cloth with swirling lines and geometric shapes on a dark background.;"""Create a batik cloth with light beige swirling lines and geometric shapes on a dark background."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/51. Parang Curiga Solo_1.JPG;The image depicts a piece of batik cloth featuring intricate patterns. The background is predominantly black, with white and gold lines forming a complex geometric design.;"The shapes and objects in the motif include: Squares, Curved lines, Zigzag patterns, Small floral or leaf-like motifs";"The colors used in the image are: Black, White, Gold";The motif on the image is a detailed, geometric pattern with alternating white and gold lines against a black background.;"""Create a piece of batik cloth with a black background, featuring a complex geometric pattern composed of white and gold lines, squares, and small floral motifs."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/51. Parang Curiga Solo_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The background is dark, and the patterns consist of wavy lines and geometric shapes, including circles and squares.;The shapes in the motif include wavy lines, circles, and squares.;Black, white, and gold;A detailed batik cloth featuring wavy lines and geometric shapes in black, white, and gold.;"""Create a batik cloth design with dark background, wavy lines, circles, and squares in white and gold."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/52. Parang Gendreh Seling Golang-Galing_1.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features abstract shapes and lines, creating a complex and detailed pattern.;The motif includes various abstract shapes such as elongated ovals, curved lines, and geometric patterns. These shapes are interconnected to form a cohesive and intricate design.;Black and white;An intricate black and white batik cloth featuring abstract geometric and curvilinear patterns.;"""Create a detailed black and white batik cloth with abstract geometric and curvilinear shapes, using a combination of thick and thin lines to form a complex and visually striking design."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/52. Parang Gendreh Seling Golang-Galing_2.JPG;The image depicts a piece of batik cloth featuring intricate patterns and designs. The fabric appears to be hand-painted with traditional batik techniques, showcasing a combination of geometric shapes and abstract forms.;The motif includes various geometric shapes such as triangles, rectangles, and circular patterns. There are also stylized representations of leaves or plant-like forms integrated into the design.;Black, white;A detailed batik cloth with geometric and abstract patterns in black and white.;"""Create a piece of batik cloth with intricate geometric and abstract patterns using black ink on white fabric."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/53. Parang Tumurun_1.JPG;The image shows a piece of batik cloth with a repeating pattern consisting of abstract shapes and lines. The background is a dark brown or chocolate color, and the shapes are outlined in white.;The shapes in the motif include elongated ovals and zigzag lines. These shapes are arranged in a repetitive pattern across the fabric.;Dark brown, white;A piece of batik cloth featuring a repeating pattern of elongated ovals and zigzag lines in dark brown and white.;"""Create a piece of batik cloth with a repeating pattern of elongated ovals and zigzag lines in dark brown and white."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/53. Parang Tumurun_2.JPG;The image shows a piece of batik cloth with a repeating pattern consisting of abstract shapes and lines in a brown and beige color scheme.;The motif features irregularly shaped rectangles and ovals filled with a lighter beige color, arranged in a diagonal pattern across the fabric.;Brown, beige;A close-up view of a batik cloth with a distinctive diagonal pattern of beige shapes on a brown background.;"""Create a digital artwork featuring a batik-inspired pattern with irregularly shaped rectangles and ovals in a light beige color on a brown background, arranged in a diagonal pattern."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/54. Parang Modang Solo_1.JPG;The image shows a piece of batik cloth with intricate patterns. The design features symmetrical, swirling lines and geometric shapes, often seen in traditional batik art.;The motifs in the image consist of symmetrical, swirling lines and geometric shapes, including circles, squares, and zigzag patterns.;The colors used in the image include black, white, and shades of brown.;The image depicts a detailed batik pattern with symmetrical, swirling lines and geometric shapes.;"""Create a piece of batik cloth featuring intricate, symmetrical, swirling lines and geometric shapes in black, white, and shades of brown."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/54. Parang Modang Solo_2.JPG;The image shows a piece of batik cloth with intricate patterns. The design features wavy lines and geometric shapes, creating a complex and detailed pattern.;The shapes in the motif include wavy lines, zigzags, and geometric forms. These elements are arranged in a repetitive manner to form the overall design.;The colors used in the image are primarily dark blue and beige.;The motif on the image is a complex, geometric batik pattern with dark blue and beige lines forming intricate designs.;"""Create a piece of batik cloth with dark blue and beige wavy lines and geometric shapes arranged in a repetitive pattern."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/55. Parang Barong Seling Nitik_1.JPG;The image shows a close-up view of batik cloth with intricate patterns. The design features a combination of geometric shapes, circles, and floral motifs, all outlined in dark brown and filled with lighter shades.;"The shape and objects in the motif include: Circles, Geometric shapes, Floral patterns";"The colors used in the image are: Brown, white, black, and beige";The motif on the image is a detailed batik pattern with a mix of geometric and floral elements.;"""Create a detailed batik fabric with a combination of geometric shapes, circles, and floral patterns, using a dark brown outline and lighter shades of brown, white, black, and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/55. Parang Barong Seling Nitik_2.JPG;The image depicts a piece of batik cloth with intricate patterns. The design features abstract shapes and motifs, including circles, lines, and geometric patterns.;The shapes and objects in the motif include circles, lines, and geometric patterns.;The colors used in the image are black, white, brown, and beige.;The motif on the image is an intricate batik pattern with abstract shapes and geometric designs.;"""Create a detailed batik fabric with complex geometric patterns featuring interlocking circles and linear designs in shades of black, white, brown, and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/57. Parang Klitik_1.JPG;The image shows a piece of batik cloth with a repeating pattern consisting of elongated, abstract shapes in shades of brown and beige.;The shapes in the motif are elongated, abstract forms that resemble stylized leaves or feathers.;Brown, beige;A piece of batik cloth featuring a repeating pattern of elongated, abstract shapes in brown and beige.;"""Create a piece of batik cloth with a repeating pattern of elongated, abstract shapes in shades of brown and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/57. Parang Klitik_2.JPG;The image shows a piece of batik cloth with a repeating pattern consisting of abstract shapes and lines in a brown and beige color scheme.;The motif features irregularly shaped, wavy lines and dots arranged in a grid-like pattern.;Brown, beige;A batik cloth with a repetitive, abstract pattern in brown and beige colors.;"""Create a batik cloth design featuring irregular, wavy lines and dots arranged in a grid-like pattern, using a combination of brown and beige colors."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/58. Parang Curiga Solo_1.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features repeating shapes that create a sense of depth and movement.;The motif consists of repeating vertical lines with wavy edges, creating a zigzag or wave-like pattern.;Brown, white, black;A detailed batik cloth with a dynamic, wavy geometric pattern in brown, white, and black.;"""Create a piece of batik cloth featuring a repeating, wavy vertical line pattern in shades of brown, white, and black."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/58. Parang Curiga Solo_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features repeating shapes that resemble stylized leaves or feathers, arranged in a wave-like pattern.;The shapes in the motif include stylized leaves or feathers, arranged in a wave-like pattern.;The colors used in the image are brown, black, white, and beige.;The motif on the image is a complex geometric pattern featuring stylized leaves or feathers arranged in a wave-like pattern.;"""Create a piece of batik cloth with a detailed geometric pattern consisting of stylized leaves or feathers arranged in a wave-like pattern, using shades of brown, black, white, and beige."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/6. Parang Barong Solo_1.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features abstract shapes and motifs, including circles, squares, and curvilinear forms, arranged in a repetitive manner.;The shapes in the motif include circles, squares, and curvilinear forms.;The colors used in the image are brown, black, and white.;The motif on the image is a stylized, abstract geometric pattern with circular and square elements.;Create a digital artwork featuring a vintage-inspired batik cloth design with a mix of brown, black, and white colors, incorporating intricate geometric patterns and abstract shapes.
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/6. Parang Barong Solo_2.JPG;The image shows a piece of batik cloth with a complex geometric pattern. The design features repetitive shapes, including circles and squares, arranged in a symmetrical manner.;The shapes in the motif include circles, squares, and abstract forms that resemble stylized leaves or petals.;The colors used in the image are black, white, and shades of brown.;The motif on the image is a detailed, symmetrical geometric pattern with circular and square elements.;"""Create a batik cloth design featuring intricate geometric patterns with alternating circles and squares, using a color palette of black, white, and various shades of brown."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/60. Parang Kusuma Seling Wiji Semi_1.JPG;The image shows a piece of batik cloth with a repeating pattern of coffee beans and coffee cups. The coffee beans are depicted in light brown and white, while the coffee cups are shown in dark brown with white details.;The shape and objects in the motif include coffee beans and coffee cups.;Brown, white;A close-up of a batik cloth featuring a pattern of coffee beans and cups.;"""Create a detailed batik fabric design with alternating coffee beans and cups, using a rich brown background and contrasting white accents."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/60. Parang Kusuma Seling Wiji Semi_2.JPG;The image shows a piece of batik cloth with a repeating pattern of shoes. The shoes are depicted in a stylized manner with a mix of brown and black colors.;The shape of the objects in the motif is a shoe. The shoes are shown from different angles, including side views and top views.;Brown, black, white;A detailed and intricate batik pattern featuring stylized shoes in various shades of brown and black.;"""Create a digital artwork of a batik cloth pattern featuring stylized shoes in shades of brown and black, with a focus on intricate details and repetitive design."""
/home/if24/mount/risetbatik/Batik Project/Dataset/Cenikapas_Couple/Parang 1024x1024/61. Rujak Senthe_1.JPG;The image shows a close-up view of batik cloth with intricate patterns. The fabric features a variety of geometric shapes and symmetrical designs in different colors.;The shapes in the motif include zigzags, triangles, circles, and swirls. These shapes are arranged in a repetitive pattern across the fabric.;The colors used in the image are brown, beige, black, and white.;The motif on the image is a detailed and symmetrical batik design featuring various geometric shapes and patterns.;"""Create a close-up image of a batik cloth with intricate geometric patterns in shades of brown, beige, black, and white."""
